kategori_wilayah,kategori_membership,bergabung_melalui_referral,jenis_penawaran_preferensi,medium_operasi,rata_rata_waktu_dihabiskan,rata_rata_nilai_transaksi,rata_rata_hari_login,poin_di_dompet,menggunakan_diskon_khusus,preferensi_aplikasi_penawaran,umpan_balik
Town,Basic Membership,Unknown,Credit/Debit Card Offers,Both,210.15,40204.24,11.0,685.44,No,Yes,Poor Product Quality
City,No Membership,Unknown,Credit/Debit Card Offers,Smartphone,113.07,28563.24,20.0,553.5144608,Yes,No,Poor Customer Service
Town,Premium Membership,Unknown,Without Offers,Smartphone,211.1,43263.93,12.0,794.38,Yes,Yes,Poor Website
Town,Gold Membership,No,Gift Vouchers/Coupons,Desktop,0.0,6728.54,8.0,1001.135367,Yes,Yes,Reasonable Price
City,No Membership,Yes,Without Offers,Unknown,32.66,42666.23,26.0,567.24,No,Yes,Too many ads
Town,Silver Membership,No,Credit/Debit Card Offers,Smartphone,231.23,17844.16,18.0,743.07,Yes,No,Poor Product Quality
Unknown,Gold Membership,No,Gift Vouchers/Coupons,Smartphone,172.27,27580.07,21.0,542.4280354,No,Yes,Too many ads
Unknown,Gold Membership,Yes,Credit/Debit Card Offers,Smartphone,226.12,24695.52,1.0,774.68,Yes,No,Products always in Stock
City,Silver Membership,Yes,Credit/Debit Card Offers,Desktop,0.0,23248.2,0.0,656.42,Yes,No,Poor Customer Service
Unknown,No Membership,No,Credit/Debit Card Offers,Smartphone,324.23,10594.49,28.0,662.24,No,Yes,Too many ads
City,Platinum Membership,No,Without Offers,Desktop,400.2,32446.0,10.0,839.0,Yes,No,User Friendly Website
Unknown,No Membership,Yes,Without Offers,Desktop,290.1,34809.22,0.0,678.42,No,Yes,No reason specified
Unknown,No Membership,Yes,Gift Vouchers/Coupons,Desktop,165.91,24041.31,19.0,507.44,No,Yes,Poor Customer Service
Village,No Membership,No,Gift Vouchers/Coupons,Smartphone,121.88,40290.97,27.0,574.99,Yes,No,Poor Website
Town,Premium Membership,Yes,Gift Vouchers/Coupons,Smartphone,72.43,33047.8,41.16266368,794.6,No,Yes,No reason specified
City,Platinum Membership,Yes,Without Offers,Desktop,253.63,39129.96,24.0,512.816795,No,Yes,Too many ads
City,Premium Membership,Yes,Gift Vouchers/Coupons,Desktop,99.71,21963.34,6.0,720.37,Yes,No,Poor Customer Service
City,Gold Membership,Yes,Unknown,Smartphone,438.26,21627.21,13.0,784.75,Yes,No,Poor Website
Town,Silver Membership,Yes,Credit/Debit Card Offers,Smartphone,312.89,13825.73,10.0,702.15,Yes,No,Poor Customer Service
City,Platinum Membership,No,Gift Vouchers/Coupons,Smartphone,801.13375,37313.36,0.0,502.0753818,Yes,No,Poor Customer Service
Town,No Membership,No,Gift Vouchers/Coupons,Smartphone,0.0,40762.48,12.0,661.48,Yes,No,No reason specified
Town,Silver Membership,No,Without Offers,Smartphone,142.5,3555.17,19.0,719.5,No,Yes,Poor Customer Service
City,No Membership,No,Gift Vouchers/Coupons,Desktop,93.41,33800.91,10.0,677.76,No,Yes,Too many ads
Town,Premium Membership,No,Credit/Debit Card Offers,Smartphone,478.08,30188.47,6.0,753.79,Yes,No,No reason specified
City,Basic Membership,Yes,Credit/Debit Card Offers,Desktop,512.2,36395.86,17.0,1031.30375,Yes,Yes,Too many ads
Town,Gold Membership,Yes,Unknown,Desktop,801.13375,29733.41,6.0,1031.30375,Yes,No,Poor Website
City,Premium Membership,No,Credit/Debit Card Offers,Unknown,38.64,27953.55,7.0,758.46,No,Yes,Poor Website
Village,Silver Membership,Yes,Without Offers,Desktop,32.24,48545.69,0.0,299.8337499999999,Yes,No,Poor Customer Service
Unknown,Gold Membership,Yes,Without Offers,Smartphone,154.19,28450.11,23.0,609.08,No,Yes,Poor Customer Service
Town,Platinum Membership,Yes,Gift Vouchers/Coupons,Smartphone,413.08,47093.01,11.0,758.63,No,Yes,Poor Website
Town,No Membership,Yes,Gift Vouchers/Coupons,Both,606.75,7307.49,22.0,512.86,Yes,No,Poor Customer Service
Unknown,No Membership,Yes,Without Offers,Smartphone,144.43,3170.58,22.0,638.57,Yes,No,Poor Product Quality
Town,Platinum Membership,Yes,Credit/Debit Card Offers,Smartphone,56.11,30467.35,22.0,770.99,Yes,No,Too many ads
Town,Gold Membership,Yes,Without Offers,Smartphone,717.12,21370.36,12.0,299.8337499999999,Yes,No,Poor Website
Town,Gold Membership,Yes,Without Offers,Unknown,30.34,35641.51,0.0,606.04,Yes,No,Too many ads
Unknown,No Membership,Yes,Gift Vouchers/Coupons,Smartphone,108.34,37994.53,0.0,693.35,Yes,No,Poor Website
Village,No Membership,Unknown,Credit/Debit Card Offers,Desktop,123.82,38031.18,44.5,1031.30375,Yes,No,No reason specified
City,No Membership,No,Without Offers,Desktop,30.98,24525.45,8.0,639.57,Yes,No,Poor Website
Village,Silver Membership,No,Without Offers,Smartphone,259.62,12549.93,36.20480057,765.97,Yes,No,Poor Product Quality
Town,Platinum Membership,Yes,Without Offers,Desktop,801.13375,31182.89,5.0,734.08,Yes,Yes,Poor Customer Service
Town,Silver Membership,Yes,Without Offers,Desktop,394.87,75007.25,14.0,758.56,No,Yes,Quality Customer Care
Village,Basic Membership,Unknown,Gift Vouchers/Coupons,Desktop,391.4,2043.12,11.0,669.53,Yes,No,Poor Website
City,Premium Membership,Yes,Credit/Debit Card Offers,Smartphone,177.63,12713.56,13.0,760.62,Yes,No,Poor Product Quality
City,Basic Membership,Unknown,Credit/Debit Card Offers,Smartphone,216.68,18919.97,9.0,519.12,No,Yes,Poor Website
Unknown,Silver Membership,No,Without Offers,Smartphone,49.01,43351.22,27.0,746.34,Yes,No,Too many ads
City,Basic Membership,Yes,Gift Vouchers/Coupons,Smartphone,34.31,31280.07,29.0,641.06,Yes,No,Poor Product Quality
Town,Premium Membership,No,Credit/Debit Card Offers,Desktop,0.0,25607.71,0.0,790.23,Yes,No,Products always in Stock
Unknown,Gold Membership,No,Credit/Debit Card Offers,Unknown,371.4,61566.19,18.0,752.61,Yes,No,Quality Customer Care
Village,Basic Membership,Unknown,Gift Vouchers/Coupons,Desktop,162.46,3929.57,5.0,299.8337499999999,Yes,No,No reason specified
City,Platinum Membership,No,Gift Vouchers/Coupons,Desktop,801.13375,9184.31,9.0,1031.30375,Yes,No,Quality Customer Care
Town,No Membership,No,Gift Vouchers/Coupons,Desktop,31.85,18609.44,10.0,546.66,No,Yes,Poor Customer Service
Village,Silver Membership,No,Gift Vouchers/Coupons,Both,297.62,32511.8,16.0,785.02,Yes,Yes,Reasonable Price
Town,Basic Membership,Yes,Without Offers,Smartphone,64.88,22462.95,25.0,299.8337499999999,No,Yes,Too many ads
Town,Gold Membership,Yes,Credit/Debit Card Offers,Smartphone,345.16,9141.37,12.0,635.62,No,Yes,Poor Customer Service
Town,No Membership,Yes,Credit/Debit Card Offers,Both,723.81,32213.65,19.0,604.24,Yes,No,Too many ads
Unknown,Premium Membership,Yes,Credit/Debit Card Offers,Smartphone,39.0,56533.46,8.0,299.8337499999999,No,Yes,Reasonable Price
Village,Platinum Membership,Unknown,Credit/Debit Card Offers,Desktop,43.13,18488.68,18.0,758.56,No,Yes,No reason specified
City,Platinum Membership,No,Gift Vouchers/Coupons,Desktop,348.07,80871.465,4.0,824.95,Yes,Yes,User Friendly Website
City,No Membership,No,Without Offers,Smartphone,494.11,14191.82,10.0,547.48,No,Yes,Poor Website
Village,No Membership,Unknown,Credit/Debit Card Offers,Unknown,32.37,7638.63,0.0,656.06,Yes,No,Poor Website
Town,Silver Membership,Yes,Credit/Debit Card Offers,Unknown,31.91,19514.51,21.0,644.32,No,Yes,Poor Customer Service
Town,No Membership,Yes,Gift Vouchers/Coupons,Both,215.36,19482.19,29.0,683.8,Yes,No,No reason specified
City,No Membership,No,Without Offers,Smartphone,801.13375,11790.9,7.0,637.4,No,Yes,Poor Product Quality
Town,Silver Membership,No,Gift Vouchers/Coupons,Unknown,106.03,28923.07,20.0,350.087586,Yes,No,Poor Product Quality
Town,Basic Membership,Yes,Credit/Debit Card Offers,Desktop,33.83,16863.84,8.0,378.2291936,Yes,No,Too many ads
City,Gold Membership,No,Without Offers,Smartphone,35.6,6261.11,28.0,299.8337499999999,No,Yes,Poor Customer Service
Town,No Membership,No,Without Offers,Unknown,284.46,46929.43,14.0,582.91,No,Yes,No reason specified
City,No Membership,Unknown,Gift Vouchers/Coupons,Desktop,117.49,3884.12,24.0,299.8337499999999,No,Yes,Poor Product Quality
Town,Platinum Membership,No,Credit/Debit Card Offers,Unknown,801.13375,67078.73,2.0,753.83,No,Yes,User Friendly Website
Town,Silver Membership,Yes,Credit/Debit Card Offers,Smartphone,30.06,45004.27,11.0,678.51,No,Yes,Too many ads
Village,No Membership,No,Without Offers,Desktop,801.13375,13392.46,0.0,299.8337499999999,Yes,No,Poor Customer Service
Village,Basic Membership,No,Without Offers,Unknown,55.33,27239.59,6.0,648.07,No,Yes,Poor Product Quality
Village,Platinum Membership,No,Without Offers,Desktop,0.0,79055.3,15.0,820.82,Yes,Yes,User Friendly Website
Town,No Membership,Yes,Unknown,Desktop,31.36,5589.77,10.0,635.61,No,Yes,Poor Website
City,Premium Membership,Unknown,Gift Vouchers/Coupons,Desktop,306.34,12838.38,10.0,299.8337499999999,Yes,No,Quality Customer Care
City,Platinum Membership,No,Gift Vouchers/Coupons,Smartphone,379.8,29967.55,25.0,792.85,No,Yes,Poor Product Quality
City,Basic Membership,Yes,Credit/Debit Card Offers,Unknown,33.74,12248.42,13.0,532.55,Yes,No,Poor Website
Village,Silver Membership,No,Gift Vouchers/Coupons,Unknown,241.57,24961.71,4.0,791.36,Yes,No,User Friendly Website
Village,Silver Membership,Unknown,Gift Vouchers/Coupons,Smartphone,801.13375,66019.11,4.0,737.65,Yes,No,Reasonable Price
Village,Premium Membership,Yes,Credit/Debit Card Offers,Smartphone,31.72,8348.91,24.0,751.07,No,Yes,Too many ads
City,Platinum Membership,No,Gift Vouchers/Coupons,Desktop,50.63,68913.92,7.0,1031.30375,No,Yes,Quality Customer Care
City,No Membership,Yes,Without Offers,Smartphone,103.87,11376.4,20.0,568.41,Yes,No,Poor Customer Service
Village,No Membership,No,Gift Vouchers/Coupons,Unknown,74.76,18138.85,13.0,502.18,Yes,No,Poor Website
Town,Silver Membership,Yes,Gift Vouchers/Coupons,Unknown,68.96,15588.05,5.0,299.8337499999999,Yes,No,Poor Customer Service
City,Basic Membership,Yes,Credit/Debit Card Offers,Smartphone,142.81,27995.54,0.0,665.82,Yes,No,Too many ads
City,Platinum Membership,Unknown,Gift Vouchers/Coupons,Smartphone,100.42,80871.465,0.0,719.93,No,Yes,Reasonable Price
City,No Membership,Yes,Without Offers,Unknown,211.94,15290.02,8.0,585.35,Yes,Yes,Too many ads
Village,No Membership,Unknown,Gift Vouchers/Coupons,Smartphone,801.13375,44976.52,18.0,567.8,Yes,No,Poor Website
Unknown,Basic Membership,No,Credit/Debit Card Offers,Desktop,33.7,47072.27,19.0,702.96,No,Yes,Poor Website
City,Gold Membership,Yes,Credit/Debit Card Offers,Smartphone,801.13375,12412.64,29.0,613.6,No,Yes,No reason specified
City,Basic Membership,No,Without Offers,Both,255.19,41756.7,7.0,507.11,Yes,No,Poor Product Quality
Village,Premium Membership,Yes,Credit/Debit Card Offers,Both,801.13375,38525.32,5.0,740.37,Yes,No,Poor Customer Service
Village,Gold Membership,No,Without Offers,Desktop,33.54,5659.95,44.5,766.28,Yes,No,Poor Website
Town,Silver Membership,No,Gift Vouchers/Coupons,Desktop,82.5,7876.33,17.0,712.57,No,Yes,Too many ads
Unknown,No Membership,No,Credit/Debit Card Offers,Desktop,84.91,10730.11,6.0,711.17,Yes,No,Poor Customer Service
Town,Basic Membership,Unknown,Credit/Debit Card Offers,Smartphone,0.0,22206.52,26.0,988.1514309,Yes,No,Poor Product Quality
Village,Premium Membership,Yes,Gift Vouchers/Coupons,Both,548.63,35947.56,16.0,299.8337499999999,Yes,No,Too many ads
Town,Premium Membership,No,Unknown,Smartphone,34.13,16116.82,10.0,299.8337499999999,No,Yes,Poor Website
Town,Basic Membership,Yes,Gift Vouchers/Coupons,Smartphone,93.73,29826.63,5.0,644.87,Yes,No,Poor Customer Service
Town,Gold Membership,Unknown,Gift Vouchers/Coupons,Smartphone,33.03,9998.23,17.0,640.74,Yes,No,No reason specified
Village,Basic Membership,Yes,Without Offers,Smartphone,31.16,14589.09,25.0,646.25,No,Yes,Poor Product Quality
Town,No Membership,Yes,Gift Vouchers/Coupons,Both,209.92,26068.7,0.0,687.85,Yes,No,Poor Customer Service
Town,Basic Membership,Yes,Credit/Debit Card Offers,Desktop,0.0,26770.94,13.0,601.55,Yes,No,Poor Product Quality
City,Gold Membership,No,Without Offers,Smartphone,207.91,9540.42,8.0,736.87,No,Yes,Poor Product Quality
Town,No Membership,Unknown,Without Offers,Smartphone,305.89,19503.15,0.0,567.42,Yes,No,Poor Customer Service
Town,Silver Membership,Yes,Gift Vouchers/Coupons,Smartphone,37.29,25573.53,0.0,760.19,No,Yes,Poor Website
Village,Basic Membership,Yes,Credit/Debit Card Offers,Unknown,131.14,8207.61,28.0,565.27,No,Yes,Poor Product Quality
Town,No Membership,No,Credit/Debit Card Offers,Both,499.0,28329.56,24.0,299.8337499999999,Yes,No,No reason specified
Unknown,Gold Membership,No,Gift Vouchers/Coupons,Desktop,111.41,41680.88,25.0,755.41,No,Yes,Too many ads
City,Platinum Membership,Yes,Credit/Debit Card Offers,Unknown,725.82,30127.2,22.0,1031.30375,No,Yes,No reason specified
Unknown,Silver Membership,No,Without Offers,Smartphone,32.21,45275.9,27.0,790.69,No,Yes,Too many ads
Town,Gold Membership,No,Without Offers,Desktop,93.48,41706.3,14.0,771.01,No,Yes,Poor Customer Service
City,Gold Membership,Yes,Gift Vouchers/Coupons,Both,783.19,45339.12,14.0,299.8337499999999,Yes,No,No reason specified
Unknown,No Membership,Unknown,Gift Vouchers/Coupons,Unknown,44.96,37224.58,18.0,410.5715897,No,Yes,Too many ads
City,Gold Membership,No,Credit/Debit Card Offers,Smartphone,88.72,40182.72,13.0,394.8698055,No,Yes,Poor Product Quality
City,Silver Membership,No,Credit/Debit Card Offers,Smartphone,34.35,34366.03,3.0,299.8337499999999,No,Yes,Products always in Stock
Unknown,Premium Membership,No,Without Offers,Smartphone,34.41,26798.41,0.0,773.44,Yes,No,Poor Product Quality
City,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,690.78,80871.465,8.0,796.28,Yes,Yes,User Friendly Website
City,No Membership,Yes,Credit/Debit Card Offers,Unknown,33.46,28286.42,28.0,595.62,Yes,No,Poor Customer Service
City,Platinum Membership,No,Credit/Debit Card Offers,Smartphone,39.07,39737.9,17.0,713.84,Yes,No,No reason specified
Unknown,Basic Membership,Yes,Without Offers,Smartphone,146.55,36044.47,23.0,605.81,Yes,No,Poor Customer Service
Town,Silver Membership,Yes,Credit/Debit Card Offers,Desktop,0.0,34413.68,22.0,638.56,Yes,No,Too many ads
Town,Gold Membership,Yes,Credit/Debit Card Offers,Desktop,801.13375,26983.31,13.0,753.37,No,Yes,Quality Customer Care
City,Gold Membership,No,Without Offers,Desktop,241.32,80871.465,12.0,751.05,Yes,No,User Friendly Website
City,No Membership,Unknown,Gift Vouchers/Coupons,Both,509.1,13912.86,19.0,299.8337499999999,Yes,No,Poor Product Quality
City,Premium Membership,Yes,Gift Vouchers/Coupons,Both,532.64,21356.57,0.0,299.8337499999999,No,Yes,Too many ads
Unknown,Premium Membership,No,Without Offers,Desktop,56.61,14991.62,7.0,711.89,No,Yes,User Friendly Website
City,Basic Membership,Yes,Gift Vouchers/Coupons,Desktop,77.34,5424.73,29.0,537.34,No,Yes,No reason specified
Town,Silver Membership,Yes,Without Offers,Smartphone,101.77,25677.25,20.0,1031.30375,Yes,No,No reason specified
Town,No Membership,Unknown,Credit/Debit Card Offers,Both,464.22,46882.09,15.0,698.54,No,Yes,Poor Product Quality
City,Basic Membership,Unknown,Credit/Debit Card Offers,Desktop,175.13,2032.48,25.0,524.22,Yes,No,Too many ads
Town,Platinum Membership,No,Without Offers,Desktop,135.18,63343.51,0.0,795.54,No,Yes,User Friendly Website
City,Premium Membership,Yes,Gift Vouchers/Coupons,Smartphone,34.45,29605.71,12.0,727.85,No,Yes,Poor Website
City,Basic Membership,Yes,Credit/Debit Card Offers,Smartphone,115.79,32767.2,27.0,633.24,Yes,No,Too many ads
Unknown,Silver Membership,Yes,Gift Vouchers/Coupons,Both,293.16,46712.32,19.0,736.88,No,Yes,No reason specified
City,Gold Membership,Unknown,Credit/Debit Card Offers,Smartphone,32.14,12840.78,26.0,722.23,Yes,No,Poor Customer Service
City,Premium Membership,Yes,Gift Vouchers/Coupons,Desktop,604.59,18317.78,8.0,299.8337499999999,No,Yes,Reasonable Price
City,No Membership,Yes,Credit/Debit Card Offers,Both,801.13375,34239.79,26.0,690.39,Yes,Yes,Poor Product Quality
Unknown,Platinum Membership,No,Gift Vouchers/Coupons,Both,363.54,28260.03,11.0,703.0,No,Yes,Poor Website
Town,Silver Membership,No,Without Offers,Smartphone,50.47,23271.04,17.0,299.8337499999999,Yes,No,Poor Website
City,Gold Membership,No,Gift Vouchers/Coupons,Unknown,93.56,11814.84,24.0,299.8337499999999,No,Yes,No reason specified
City,Basic Membership,Yes,Without Offers,Desktop,35.28,1317.35,25.0,603.53,No,Yes,Too many ads
Town,No Membership,Yes,Without Offers,Desktop,190.96,6795.93,8.0,698.5,Yes,No,No reason specified
City,No Membership,No,Credit/Debit Card Offers,Desktop,115.05,3002.45,20.0,623.69,No,Yes,No reason specified
City,No Membership,No,Credit/Debit Card Offers,Both,242.03,19244.92,7.0,608.64,Yes,No,Poor Customer Service
City,Basic Membership,No,Gift Vouchers/Coupons,Desktop,97.85,40702.55,25.0,584.65,No,Yes,Poor Customer Service
Town,Basic Membership,Yes,Credit/Debit Card Offers,Smartphone,415.23,43379.03,9.0,299.8337499999999,Yes,Yes,Poor Website
Village,No Membership,Yes,Without Offers,Desktop,113.82,21856.54,22.0,671.63,Yes,No,Poor Website
Village,No Membership,No,Without Offers,Smartphone,189.99,10250.52,20.0,669.55,Yes,No,Too many ads
Town,Silver Membership,Yes,Without Offers,Smartphone,60.2,40711.87,28.0,725.66,No,Yes,Poor Customer Service
Town,No Membership,No,Credit/Debit Card Offers,Smartphone,52.39,1221.7,23.0,611.86,No,Yes,Poor Website
City,No Membership,No,Credit/Debit Card Offers,Desktop,30.48,21217.73,21.0,640.67,No,Yes,Poor Product Quality
City,Silver Membership,No,Gift Vouchers/Coupons,Smartphone,107.88,80871.465,0.0,791.67,Yes,No,User Friendly Website
City,Premium Membership,Yes,Gift Vouchers/Coupons,Smartphone,123.5,22955.39,21.0,786.28,Yes,No,No reason specified
Village,No Membership,Yes,Without Offers,Smartphone,62.08,28118.1,26.0,676.68,No,Yes,No reason specified
Unknown,Gold Membership,Yes,Gift Vouchers/Coupons,Unknown,30.74,42176.04,11.0,719.97,No,Yes,Poor Customer Service
Town,Basic Membership,Yes,Without Offers,Desktop,33.99,15630.88,19.0,624.75,No,Yes,Poor Product Quality
Unknown,No Membership,Unknown,Unknown,Both,404.24,12406.7,6.0,516.83,Yes,Yes,Poor Customer Service
Town,Gold Membership,Unknown,Gift Vouchers/Coupons,Unknown,70.23,43174.32,0.0,645.22,No,Yes,No reason specified
Town,Silver Membership,No,Gift Vouchers/Coupons,Smartphone,93.2,9873.61,8.0,631.38,No,Yes,Poor Customer Service
City,Basic Membership,No,Gift Vouchers/Coupons,Smartphone,353.05,40986.28,9.0,1031.30375,Yes,No,Poor Product Quality
City,Silver Membership,Unknown,Without Offers,Smartphone,706.62,22016.41,25.0,775.03,No,Yes,No reason specified
City,Premium Membership,Yes,Gift Vouchers/Coupons,Smartphone,181.88,44232.19,18.0,812.34,Yes,No,Reasonable Price
City,Premium Membership,Yes,Gift Vouchers/Coupons,Unknown,626.44,28911.5,9.0,299.8337499999999,No,Yes,Poor Website
City,Basic Membership,Yes,Gift Vouchers/Coupons,Smartphone,68.96,25179.58,17.0,558.16,Yes,No,Poor Customer Service
Unknown,Basic Membership,No,Credit/Debit Card Offers,Smartphone,32.24,14586.28,20.0,867.9423021,No,Yes,Poor Customer Service
Unknown,Basic Membership,No,Gift Vouchers/Coupons,Desktop,326.81,31190.01,27.0,541.14,No,Yes,Poor Product Quality
Town,Gold Membership,Yes,Without Offers,Both,206.53,30250.38,0.0,740.92,Yes,No,Poor Product Quality
Town,Silver Membership,Yes,Gift Vouchers/Coupons,Smartphone,93.75,29877.27,0.027318489,299.8337499999999,Yes,No,Poor Website
City,No Membership,No,Gift Vouchers/Coupons,Desktop,354.55,31861.91,21.0,659.31,Yes,Yes,Poor Product Quality
Village,Basic Membership,No,Gift Vouchers/Coupons,Smartphone,53.71,26784.24,23.0,596.28,Yes,No,No reason specified
City,No Membership,Unknown,Without Offers,Desktop,118.38,15734.01,17.0,299.8337499999999,Yes,No,Poor Product Quality
Town,Silver Membership,Yes,Gift Vouchers/Coupons,Smartphone,57.63,7151.68,0.0,679.71,Yes,No,Too many ads
